model_tag,protocol,feature_set,true_label,pred_label,count
qwen3_8b,leave_one_prompt::TC08,no_seq_len,monarch,monarch,99
qwen3_8b,leave_one_prompt::TC10,no_seq_len,banded,banded,18
qwen3_8b,leave_one_prompt::TC10,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TC10,no_seq_len,banded,monarch,1
qwen3_8b,leave_one_prompt::TC10,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TC10,no_seq_len,lowrank,lowrank,976
qwen3_8b,leave_one_prompt::TC10,no_seq_len,lowrank,monarch,42
qwen3_8b,leave_one_prompt::TC10,no_seq_len,monarch,banded,22
qwen3_8b,leave_one_prompt::TC10,no_seq_len,monarch,lowrank,0
qwen3_8b,leave_one_prompt::TC10,no_seq_len,monarch,monarch,93
qwen3_8b,leave_one_prompt::TR01,no_seq_len,banded,banded,10
qwen3_8b,leave_one_prompt::TR01,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR01,no_seq_len,banded,monarch,0
qwen3_8b,leave_one_prompt::TR01,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR01,no_seq_len,lowrank,lowrank,916
qwen3_8b,leave_one_prompt::TR01,no_seq_len,lowrank,monarch,31
qwen3_8b,leave_one_prompt::TR01,no_seq_len,monarch,banded,4
qwen3_8b,leave_one_prompt::TR01,no_seq_len,monarch,lowrank,7
qwen3_8b,leave_one_prompt::TR01,no_seq_len,monarch,monarch,184
qwen3_8b,leave_one_prompt::TR02,no_seq_len,banded,banded,11
qwen3_8b,leave_one_prompt::TR02,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR02,no_seq_len,banded,monarch,1
qwen3_8b,leave_one_prompt::TR02,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR02,no_seq_len,lowrank,lowrank,924
qwen3_8b,leave_one_prompt::TR02,no_seq_len,lowrank,monarch,29
qwen3_8b,leave_one_prompt::TR02,no_seq_len,monarch,banded,2
qwen3_8b,leave_one_prompt::TR02,no_seq_len,monarch,lowrank,4
qwen3_8b,leave_one_prompt::TR02,no_seq_len,monarch,monarch,181
qwen3_8b,leave_one_prompt::TR05,no_seq_len,banded,banded,9
qwen3_8b,leave_one_prompt::TR05,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR05,no_seq_len,banded,monarch,1
qwen3_8b,leave_one_prompt::TR05,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR05,no_seq_len,lowrank,lowrank,908
qwen3_8b,leave_one_prompt::TR05,no_seq_len,lowrank,monarch,41
qwen3_8b,leave_one_prompt::TR05,no_seq_len,monarch,banded,4
qwen3_8b,leave_one_prompt::TR05,no_seq_len,monarch,lowrank,3
qwen3_8b,leave_one_prompt::TR05,no_seq_len,monarch,monarch,186
qwen3_8b,leave_one_prompt::TR08,no_seq_len,banded,banded,5
qwen3_8b,leave_one_prompt::TR08,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt::TR08,no_seq_len,banded,monarch,4
qwen3_8b,leave_one_prompt::TR08,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt::TR08,no_seq_len,lowrank,lowrank,909
qwen3_8b,leave_one_prompt::TR08,no_seq_len,lowrank,monarch,28
qwen3_8b,leave_one_prompt::TR08,no_seq_len,monarch,banded,3
qwen3_8b,leave_one_prompt::TR08,no_seq_len,monarch,lowrank,6
qwen3_8b,leave_one_prompt::TR08,no_seq_len,monarch,monarch,197
qwen3_8b,leave_one_prompt_macro,no_seq_len,banded,banded,197
qwen3_8b,leave_one_prompt_macro,no_seq_len,banded,lowrank,0
qwen3_8b,leave_one_prompt_macro,no_seq_len,banded,monarch,9
qwen3_8b,leave_one_prompt_macro,no_seq_len,lowrank,banded,0
qwen3_8b,leave_one_prompt_macro,no_seq_len,lowrank,lowrank,11526
qwen3_8b,leave_one_prompt_macro,no_seq_len,lowrank,monarch,405
qwen3_8b,leave_one_prompt_macro,no_seq_len,monarch,banded,180
qwen3_8b,leave_one_prompt_macro,no_seq_len,monarch,lowrank,23
qwen3_8b,leave_one_prompt_macro,no_seq_len,monarch,monarch,1484
